Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Pakora (Veg) & Chutney (Bhaji),Goa,Snack,252,15.0,30.3,8.2,Veg
Bamboo Masala Peanuts Fritters,Nagaland,Snack,131,7.6,14.7,4.2,Veg
Pappu Chakli Fritters,Andhra Pradesh,Snack,201,6.3,27.7,5.8,Veg
Bhature Samosa (Veg) Cutlet,Himachal Pradesh,Snack,289,9.3,44.8,7.7,Veg
Poha Chivda Rolls,Jharkhand,Snack,117,14.9,14.2,4.2,Veg
Manipur Bhel Puri Chaat,Manipur,Snack,219,8.8,29.9,5.9,Veg
Poha Chivda & Chutney (Phagshapa),Sikkim,Snack,115,12.6,17.1,3.1,Veg
Sundal & Chutney (Modak),Maharashtra,Snack,260,13.4,35.9,6.5,Veg
Sundal & Chutney (Gongura),Telangana,Snack,299,17.0,37.8,10.4,Veg
Masala Peanuts Rolls,Haryana,Snack,176,19.5,25.1,4.4,Veg
Masala Peanuts & Chutney (Bamboo),Tripura,Snack,258,10.5,41.3,7.2,Veg
Murmura Laddu Rolls,Jharkhand,Snack,298,16.3,37.0,9.9,Veg
Masala Peanuts Rolls,Assam,Snack,277,17.3,41.3,7.2,Veg
Uttarakhand Masala Peanuts Chaat,Uttarakhand,Snack,96,6.9,12.0,2.2,Veg
Samosa (Veg) Rolls,Nagaland,Snack,295,6.4,35.8,7.1,Veg
Madhya Pradesh Sakkarai Pongal Chaat,Madhya Pradesh,Snack,130,9.5,17.5,3.5,Veg
Gujarat Chivda Chaat,Gujarat,Snack,102,14.1,14.7,3.4,Veg
Gujarat Vada Chaat,Gujarat,Snack,225,13.7,26.1,5.7,Veg
Masala Peanuts & Chutney (Bamboo),Nagaland,Snack,226,17.6,31.1,6.4,Veg
Uttarakhand Chakli Chaat,Uttarakhand,Snack,240,11.3,27.9,5.6,Veg
Tungrymbai Chakli Cutlet,Meghalaya,Snack,139,6.7,19.4,3.1,Veg
Makki Pani Puri (Veg) Cutlet,Punjab,Snack,97,18.2,11.7,2.6,Veg
Mizoram Vada Chaat,Mizoram,Snack,164,18.9,23.9,6.0,Veg
Vellarikka Kajjikayalu Fritters,Rajasthan,Snack,293,16.7,33.5,11.3,Veg
Gathiya & Chutney (Pakhala),Odisha,Snack,113,9.8,12.9,2.6,Veg
Bhaji Bhel Puri Cutlet,Goa,Snack,280,17.9,45.1,6.3,Veg
Kerala Vada Chaat,Kerala,Snack,254,15.6,28.8,7.7,Veg
Dhokla Bite Rolls,Bihar,Snack,189,13.7,22.4,4.6,Veg
Arbi Masala Peanuts Cutlet,Jharkhand,Snack,191,18.9,23.8,4.5,Veg
Bhel Puri Rolls,Tamil Nadu,Snack,285,6.2,42.3,10.2,Veg
Karnataka Vada Chaat,Karnataka,Snack,91,10.4,13.0,3.4,Veg
Pakora (Veg) & Chutney (Bathua),Haryana,Snack,111,15.2,12.9,4.2,Veg
Bhinda Kajjikayalu Cutlet,Gujarat,Snack,157,19.2,23.8,4.3,Veg
Bhel Puri & Chutney (Gundruk),Sikkim,Snack,218,13.0,25.1,8.1,Veg
Tsaman Bhel Puri Fritters,Jammu and Kashmir,Snack,89,19.7,13.1,2.9,Veg
Sabji Samosa (Veg) Fritters,Madhya Pradesh,Snack,151,14.2,19.3,5.8,Veg
Pani Puri (Veg) & Chutney (Vellari),Kerala,Snack,300,11.4,40.4,7.8,Veg
Pakora (Veg) Rolls,Bihar,Snack,158,6.4,23.8,6.0,Veg
Chha Gosht (Veg Style) Gathiya Cutlet,Himachal Pradesh,Snack,135,16.6,17.5,4.9,Veg
Murmura Laddu Rolls,Odisha,Snack,221,11.4,32.8,7.4,Veg
Chakli Rolls,Delhi,Snack,225,16.8,28.2,8.6,Veg
Madhya Pradesh Chivda Chaat,Madhya Pradesh,Snack,284,15.6,35.8,11.0,Veg
Vawksa Chakli Cutlet,Mizoram,Snack,89,14.6,11.6,3.0,Veg
Poha Chivda & Chutney (Tungrymbai),Meghalaya,Snack,225,15.3,34.7,8.2,Veg
Sabji Kajjikayalu Fritters,Madhya Pradesh,Snack,89,19.5,12.1,3.2,Veg
Khandvi Sakkarai Pongal Fritters,Gujarat,Snack,236,13.7,37.8,7.0,Veg
Bajra Dhokla Bite Cutlet,Punjab,Snack,138,14.8,16.5,4.5,Veg
Chakko Bhel Puri Fritters,Kerala,Snack,209,18.0,29.6,4.8,Veg
Bora Bhel Puri Fritters,Tripura,Snack,253,17.8,39.2,7.9,Veg
Kerala Gathiya Chaat,Kerala,Snack,209,12.2,28.9,5.5,Veg
Tinda Gathiya Cutlet,Uttar Pradesh,Snack,189,18.3,22.6,5.2,Veg
Pumaloi Sundal Cutlet,Meghalaya,Snack,200,19.2,25.4,4.5,Veg
Aloo Vada Cutlet,West Bengal,Snack,107,14.5,16.4,3.3,Veg
Chivda & Chutney (Chhinam),Mizoram,Snack,135,11.3,19.1,4.5,Veg
Pappu Sakkarai Pongal Fritters,Telangana,Snack,208,20.0,30.0,7.2,Veg
Nadru Chivda Fritters,Jammu and Kashmir,Snack,235,12.6,32.6,6.9,Veg
Bhel Puri & Chutney (Bajra),Punjab,Snack,142,17.2,22.9,3.7,Veg
Arbi Chivda Fritters,Uttar Pradesh,Snack,184,11.1,23.9,5.6,Veg
Sundal Rolls,Himachal Pradesh,Snack,281,11.9,39.6,10.1,Veg
Masala Peanuts & Chutney (Saaru),Telangana,Snack,252,14.2,30.1,6.7,Veg
Bajre Sundal Cutlet,Haryana,Snack,187,13.1,22.4,5.7,Veg
Uttarakhand Dhokla Bite Chaat,Uttarakhand,Snack,122,7.7,15.3,3.8,Veg
Madra Kajjikayalu Fritters,Himachal Pradesh,Snack,86,15.7,13.9,2.1,Veg
Lauki Masala Peanuts Cutlet,Uttar Pradesh,Snack,107,19.9,12.3,3.7,Veg
Kajjikayalu Rolls,West Bengal,Snack,154,16.6,22.7,5.3,Veg
Dhokla Bite & Chutney (Jitok),Nagaland,Snack,81,14.3,10.6,2.7,Veg
Sundal Rolls,Bihar,Snack,230,9.9,34.8,6.0,Veg
Maskaa Sundal Fritters,Assam,Snack,228,13.1,36.2,6.2,Veg
Bihar Sundal Chaat,Bihar,Snack,267,8.9,37.0,8.5,Veg
Arbi Sundal Fritters,Jharkhand,Snack,110,10.0,15.1,2.9,Veg
Modak Pani Puri (Veg) Cutlet,Maharashtra,Snack,139,15.3,16.6,3.6,Veg
Punjab Chakli Chaat,Punjab,Snack,218,13.5,26.7,6.6,Veg
Mooli Vada Cutlet,Punjab,Snack,189,16.2,26.2,6.8,Veg
Bajre Masala Peanuts Fritters,Haryana,Snack,206,9.7,32.1,8.0,Veg
Smoked Poha Chivda Fritters,Nagaland,Snack,270,17.1,40.2,7.5,Veg
Bhaji Sundal Cutlet,Goa,Snack,211,15.4,24.5,7.1,Veg
Singodi Masala Peanuts Fritters,Uttarakhand,Snack,283,13.3,34.5,8.9,Veg
Sarson Masala Peanuts Fritters,Punjab,Snack,230,11.3,36.7,7.7,Veg
Punjab Kajjikayalu Chaat,Punjab,Snack,207,10.0,25.3,7.6,Veg
Goa Murmura Laddu Chaat,Goa,Snack,205,13.8,25.2,5.2,Veg
Kadala Chivda Cutlet,Odisha,Snack,229,9.3,29.8,7.1,Veg
Vangi Masala Peanuts Cutlet,Maharashtra,Snack,204,12.9,29.4,6.6,Veg
Haakh Kajjikayalu Cutlet,Jammu and Kashmir,Snack,273,16.7,36.4,8.1,Veg
Poha Chivda Rolls,Rajasthan,Snack,161,15.2,20.9,4.6,Veg
Dhokla Bite Rolls,Telangana,Snack,255,9.3,32.4,7.8,Veg
Murmura Laddu Rolls,Uttarakhand,Snack,146,15.4,19.4,5.2,Veg
Pakhala Sakkarai Pongal Cutlet,Odisha,Snack,266,9.1,38.4,6.1,Veg
Jharkhand Sundal Chaat,Jharkhand,Snack,264,6.3,34.7,9.3,Veg
Murmura Laddu & Chutney (Patal),Maharashtra,Snack,154,17.2,24.3,4.3,Veg
Gujarat Chakli Chaat,Gujarat,Snack,273,19.2,32.1,7.9,Veg
Dhokla Bite Rolls,Tripura,Snack,292,13.6,46.3,7.0,Veg
Chana Chakli Cutlet,Odisha,Snack,216,13.1,28.4,8.4,Veg
Jitok Sakkarai Pongal Cutlet,Nagaland,Snack,195,9.1,31.4,5.6,Veg
Keerai Kajjikayalu Cutlet,Rajasthan,Snack,244,10.3,29.2,8.0,Veg
Samosa (Veg) & Chutney (Soppu),Karnataka,Snack,231,9.5,27.6,7.5,Veg
Chakli & Chutney (Pitika),Assam,Snack,144,11.8,21.5,5.2,Veg
Sundal & Chutney (Keera),Kerala,Snack,148,15.7,22.2,5.2,Veg
Modur Kajjikayalu Cutlet,Jammu and Kashmir,Snack,261,12.8,36.6,9.0,Veg
Bamboo Samosa (Veg) Fritters,Nagaland,Snack,176,7.8,19.9,5.4,Veg
Andhra Pradesh Pakora (Veg) Chaat,Andhra Pradesh,Snack,188,12.9,27.0,5.8,Veg
Chivda & Chutney (Bimmas),Telangana,Snack,155,7.6,25.2,5.3,Veg
Kand Poha Chivda Cutlet,Uttarakhand,Snack,175,13.9,21.1,4.7,Veg
Bhel Puri & Chutney (Singju),Manipur,Snack,144,12.6,17.7,4.0,Veg
Bora Samosa (Veg) Fritters,Assam,Snack,131,15.7,18.3,3.6,Veg
Gathiya Rolls,Kerala,Snack,169,14.9,26.5,4.7,Veg
Tamil Nadu Masala Peanuts Chaat,Tamil Nadu,Snack,229,16.2,30.0,8.0,Veg
Pani Puri (Veg) & Chutney (Khatta),Himachal Pradesh,Snack,131,7.1,15.7,4.5,Veg
Chhole Pakora (Veg) Cutlet,Punjab,Snack,284,13.3,41.1,8.1,Veg
Dhokla Bite & Chutney (Badi),Chhattisgarh,Snack,237,15.4,32.3,5.9,Veg
Meghalaya Bhel Puri Chaat,Meghalaya,Snack,117,8.0,15.9,2.6,Veg
Bhel Puri & Chutney (Bendakaya),Andhra Pradesh,Snack,260,12.6,33.3,8.0,Veg
Samosa (Veg) & Chutney (Ambot),Goa,Snack,293,9.9,35.1,8.6,Veg
Poha Kajjikayalu Cutlet,Madhya Pradesh,Snack,246,10.9,28.0,7.0,Veg
Sabji Dhokla Bite Cutlet,Madhya Pradesh,Snack,223,18.3,35.4,5.7,Veg
Aloo Pakora (Veg) Fritters,West Bengal,Snack,214,8.7,30.3,5.9,Veg
Khatta Sundal Cutlet,Himachal Pradesh,Snack,149,6.5,18.8,4.5,Veg
Kakka Chivda Cutlet,Kerala,Snack,226,17.5,35.2,8.5,Veg
Keera Sundal Fritters,Kerala,Snack,260,16.3,40.6,6.3,Veg
Pakhala Murmura Laddu Fritters,Odisha,Snack,261,6.9,30.6,8.2,Veg
Bhel Puri & Chutney (Chaat),Delhi,Snack,297,18.6,46.7,7.4,Veg
Badi Chivda Cutlet,Chhattisgarh,Snack,183,11.8,26.7,4.3,Veg
Murmura Laddu & Chutney (Bhinda),Gujarat,Snack,101,8.4,11.6,3.3,Veg
Chakli Rolls,Tripura,Snack,295,17.7,33.2,7.9,Veg
Panta Samosa (Veg) Cutlet,West Bengal,Snack,102,13.9,13.8,2.5,Veg
Soppu Pakora (Veg) Fritters,Karnataka,Snack,240,19.5,36.2,8.5,Veg
Muthiya Poha Chivda Cutlet,Gujarat,Snack,143,10.3,21.0,5.4,Veg
Delhi Bhel Puri Chaat,Delhi,Snack,260,10.0,32.9,8.2,Veg
Odisha Bhel Puri Chaat,Odisha,Snack,155,9.6,20.8,3.7,Veg
Cholar Gathiya Cutlet,West Bengal,Snack,213,12.3,30.7,7.7,Veg
Murmura Laddu & Chutney (Vellari),Kerala,Snack,225,8.9,33.2,6.3,Veg
Jadoh Poha Chivda Cutlet,Meghalaya,Snack,208,13.7,31.1,5.6,Veg
Goa Dhokla Bite Chaat,Goa,Snack,146,6.4,17.3,4.8,Veg
Maharashtra Kajjikayalu Chaat,Maharashtra,Snack,175,13.9,25.4,6.5,Veg
Kela Chivda Fritters,Uttar Pradesh,Snack,187,12.7,24.2,7.0,Veg
Bhaji Masala Peanuts Cutlet,Maharashtra,Snack,219,8.6,24.9,7.8,Veg
Gathiya & Chutney (Sabji),Madhya Pradesh,Snack,201,17.7,25.2,5.7,Veg
Kajjikayalu Rolls,Uttar Pradesh,Snack,275,19.1,43.7,6.6,Veg
Kadala Dhokla Bite Cutlet,Odisha,Snack,87,8.3,10.5,2.4,Veg
Chivda & Chutney (Malpua),Jharkhand,Snack,113,15.3,17.2,2.6,Veg
Karnataka Pani Puri (Veg) Chaat,Karnataka,Snack,122,12.4,17.7,3.1,Veg
Batata Pani Puri (Veg) Cutlet,Maharashtra,Snack,299,8.8,35.0,7.9,Veg
Eromba Chakli Cutlet,Manipur,Snack,168,7.4,23.5,4.8,Veg
Mizoram Masala Peanuts Chaat,Mizoram,Snack,152,17.5,22.7,4.5,Veg
Baingan Chakli Fritters,Bihar,Snack,269,19.6,30.6,9.9,Veg
Maharashtra Dhokla Bite Chaat,Maharashtra,Snack,208,17.5,29.7,7.2,Veg
Himachal Pradesh Samosa (Veg) Chaat,Himachal Pradesh,Snack,91,9.0,12.2,2.5,Veg
Pakora (Veg) Rolls,Sikkim,Snack,179,15.5,24.4,4.8,Veg
Odisha Pakora (Veg) Chaat,Odisha,Snack,293,7.5,44.8,8.2,Veg
Poha Chivda Rolls,Assam,Snack,157,11.9,23.5,3.8,Veg
Dhokla Bite Rolls,Meghalaya,Snack,262,10.7,36.5,7.4,Veg
Pakora (Veg) Rolls,Meghalaya,Snack,252,7.1,28.4,9.6,Veg
Mosdeng Gathiya Cutlet,Tripura,Snack,266,18.2,35.7,8.0,Veg
Samosa (Veg) Rolls,Kerala,Snack,233,15.6,29.2,6.5,Veg
Chaulai Dhokla Bite Fritters,Haryana,Snack,155,11.0,17.6,4.3,Veg
Vada & Chutney (Momos),Sikkim,Snack,89,13.4,11.8,2.2,Veg
Jammu And Kashmir Samosa (Veg) Chaat,Jammu and Kashmir,Snack,190,18.5,24.7,5.7,Veg
Bhel Puri & Chutney (Pittha),Jharkhand,Snack,99,10.6,11.3,3.2,Veg
Bamboo Poha Chivda Fritters,Nagaland,Snack,100,10.7,14.4,2.7,Veg
Bihar Vada Chaat,Bihar,Snack,270,18.4,41.7,8.0,Veg
Andhra Pradesh Dhokla Bite Chaat,Andhra Pradesh,Snack,237,13.2,36.8,6.2,Veg
Khlem Vada Cutlet,Meghalaya,Snack,274,19.1,34.6,9.2,Veg
Pani Puri (Veg) & Chutney (Batata),Maharashtra,Snack,126,15.5,15.9,3.7,Veg
Dhokla Bite Rolls,Tamil Nadu,Snack,198,14.4,31.9,5.4,Veg
Vellarikka Bhel Puri Fritters,Rajasthan,Snack,96,14.6,14.3,3.1,Veg
Gathiya Rolls,Madhya Pradesh,Snack,179,12.7,25.1,5.0,Veg
Sundal Rolls,Uttar Pradesh,Snack,207,8.9,30.5,6.9,Veg
Chhole Sakkarai Pongal Fritters,Punjab,Snack,204,13.9,26.5,5.2,Veg
Sanna Sundal Cutlet,Goa,Snack,195,15.4,22.2,6.4,Veg
Modak Gathiya Cutlet,Maharashtra,Snack,275,6.3,44.3,8.7,Veg
Bhel Puri Rolls,Assam,Snack,235,19.3,27.9,6.8,Veg
Samosa (Veg) & Chutney (Surti),Gujarat,Snack,276,16.9,41.2,8.0,Veg
Odisha Sundal Chaat,Odisha,Snack,161,16.8,23.2,5.4,Veg
Ootti Poha Chivda Cutlet,Manipur,Snack,180,9.2,23.9,6.3,Veg
Murmura Laddu Rolls,Haryana,Snack,153,6.0,23.6,5.3,Veg
Phagshapa Pakora (Veg) Fritters,Sikkim,Snack,187,19.6,24.9,6.1,Veg
Jharkhand Bhel Puri Chaat,Jharkhand,Snack,100,14.4,14.9,3.8,Veg
Uttar Pradesh Gathiya Chaat,Uttar Pradesh,Snack,200,15.6,32.0,4.5,Veg
Masala Peanuts Rolls,Jharkhand,Snack,297,18.8,40.2,10.2,Veg
Pakora (Veg) Rolls,Rajasthan,Snack,113,10.1,17.8,2.9,Veg
Madhya Pradesh Kajjikayalu Chaat,Madhya Pradesh,Snack,283,8.5,38.4,9.3,Veg
Jadoh Gathiya Cutlet,Meghalaya,Snack,264,19.5,29.8,6.0,Veg
Sakkarai Pongal & Chutney (Kang),Manipur,Snack,280,11.8,35.1,9.6,Veg
Chivda & Chutney (Mirapakaya),Andhra Pradesh,Snack,192,12.7,28.6,5.2,Veg
Baingan Murmura Laddu Fritters,Bihar,Snack,210,14.8,28.2,7.4,Veg
Mirapakaya Pakora (Veg) Cutlet,Andhra Pradesh,Snack,264,8.4,35.2,7.4,Veg
Bhel Puri Rolls,Himachal Pradesh,Snack,164,15.0,19.1,6.1,Veg
Assam Dhokla Bite Chaat,Assam,Snack,256,12.2,38.9,8.7,Veg
Pani Puri (Veg) & Chutney (Fara),Chhattisgarh,Snack,117,13.3,13.3,4.3,Veg
Bore Sundal Cutlet,Chhattisgarh,Snack,225,14.9,30.7,6.6,Veg
Haryana Pakora (Veg) Chaat,Haryana,Snack,299,11.4,43.2,6.8,Veg
Bhinda Gathiya Cutlet,Gujarat,Snack,146,11.1,20.1,5.4,Veg
Sakkarai Pongal Rolls,Goa,Snack,244,8.2,37.9,6.7,Veg
Karnataka Sundal Chaat,Karnataka,Snack,118,9.9,17.9,4.2,Veg
Phagshapa Bhel Puri Cutlet,Sikkim,Snack,243,18.7,37.5,8.8,Veg
Dhokla Bite & Chutney (Jadoh),Meghalaya,Snack,173,15.3,22.9,4.1,Veg
Kela Chakli Fritters,Uttar Pradesh,Snack,296,16.4,46.2,11.4,Veg
Kajjikayalu & Chutney (Keera),Kerala,Snack,145,17.2,17.6,5.5,Veg
Zu Murmura Laddu Fritters,Nagaland,Snack,95,8.9,11.8,3.3,Veg
Maskaa Kajjikayalu Fritters,Assam,Snack,161,17.1,18.7,4.9,Veg
Samosa (Veg) Rolls,Madhya Pradesh,Snack,230,9.0,31.5,7.3,Veg
Chila Sakkarai Pongal Fritters,Chhattisgarh,Snack,129,14.2,18.6,4.5,Veg
Pani Puri (Veg) Rolls,Tamil Nadu,Snack,241,8.5,33.2,7.4,Veg
Shyaphale Pani Puri (Veg) Cutlet,Sikkim,Snack,150,15.5,20.6,4.9,Veg
Pakhala Poha Chivda Cutlet,Odisha,Snack,243,15.6,37.3,6.2,Veg
Masala Peanuts & Chutney (Sarson),Haryana,Snack,119,10.5,14.5,3.4,Veg
Maharashtra Murmura Laddu Chaat,Maharashtra,Snack,163,19.4,26.3,5.4,Veg
Jadoh Sakkarai Pongal Cutlet,Meghalaya,Snack,299,17.7,39.2,8.2,Veg
Bamboo Sundal Cutlet,Nagaland,Snack,224,11.5,29.9,7.8,Veg
Vada Rolls,Bihar,Snack,196,16.7,22.2,6.7,Veg
Surti Poha Chivda Cutlet,Gujarat,Snack,162,12.0,21.3,5.1,Veg
Nagaland Bhel Puri Chaat,Nagaland,Snack,299,9.8,34.8,7.4,Veg
Kajjikayalu & Chutney (Bamboo),Nagaland,Snack,179,15.6,28.3,5.4,Veg
Gathiya & Chutney (Makki),Punjab,Snack,94,15.0,11.9,2.7,Veg
Bhature Pani Puri (Veg) Fritters,Himachal Pradesh,Snack,98,10.5,14.8,2.9,Veg
Nadru Dhokla Bite Cutlet,Jammu and Kashmir,Snack,256,6.3,38.7,6.0,Veg
Dohneiiong Chivda Cutlet,Meghalaya,Snack,271,18.4,33.0,8.1,Veg
Bafla Sundal Cutlet,Madhya Pradesh,Snack,146,9.6,21.9,3.3,Veg
Poha Chivda Rolls,Andhra Pradesh,Snack,284,6.7,39.5,10.6,Veg
Kaju Sundal Fritters,Goa,Snack,209,18.2,26.9,6.5,Veg
Bajre Gathiya Cutlet,Haryana,Snack,224,7.3,31.5,5.4,Veg
Dhokla Bite & Chutney (Batata),Maharashtra,Snack,236,15.1,28.8,5.5,Veg
Kang Sakkarai Pongal Cutlet,Manipur,Snack,118,15.1,13.7,3.9,Veg
Kajjikayalu & Chutney (Tinda),Uttar Pradesh,Snack,227,10.1,32.6,6.5,Veg
Keerai Bhel Puri Cutlet,Tamil Nadu,Snack,299,9.1,43.7,8.3,Veg
Madhya Pradesh Poha Chivda Chaat,Madhya Pradesh,Snack,227,8.1,34.3,5.8,Veg
Modak Samosa (Veg) Fritters,Maharashtra,Snack,279,7.8,36.2,6.5,Veg
Delhi Sundal Chaat,Delhi,Snack,121,11.9,15.3,4.6,Veg
Ringna Dhokla Bite Cutlet,Gujarat,Snack,111,17.7,14.6,3.3,Veg
Nagaland Murmura Laddu Chaat,Nagaland,Snack,192,11.6,23.6,5.5,Veg
Mooli Samosa (Veg) Fritters,Punjab,Snack,265,13.2,32.0,6.8,Veg
Chivda & Chutney (Bora),Assam,Snack,186,8.7,30.1,6.6,Veg
Ghugni Kajjikayalu Cutlet,West Bengal,Snack,84,6.1,12.8,2.4,Veg
Parathas Samosa (Veg) Cutlet,Delhi,Snack,191,19.2,27.7,5.0,Veg
Samosa (Veg) Rolls,Tripura,Snack,266,15.1,34.2,6.5,Veg
Rajasthan Palya And Rice Platter,Rajasthan,Dinner,429,8.0,58.3,9.8,Veg
Chole Bhature (Veg) Sabzi With Rotis,Jharkhand,Dinner,562,17.5,75.0,14.1,Veg
Palya And Rice Sabzi With Rotis,Goa,Dinner,365,13.0,46.6,11.9,Veg
Khatta Veg Kebab Platter Curry,Himachal Pradesh,Dinner,363,10.6,57.0,8.3,Veg
Palya And Rice And Dal,Delhi,Dinner,656,16.1,79.4,15.7,Veg
Veg Kofta Curry Sabzi With Rotis,West Bengal,Dinner,407,19.6,55.2,11.9,Veg
Moong Dal Tadka And Dal,Uttarakhand,Dinner,350,10.4,47.6,13.0,Veg
Telangana Poriyal And Sambar Platter,Telangana,Dinner,399,12.7,59.8,14.5,Veg
Palya And Rice Sabzi With Rotis,Gujarat,Dinner,465,15.2,69.6,15.9,Veg
Haryana Veg Kofta Curry Platter,Haryana,Dinner,478,8.6,69.5,13.2,Veg
Madhya Pradesh Rasam And Rice Platter,Madhya Pradesh,Dinner,486,16.6,57.9,14.2,Veg
Manipur Palya And Rice Platter,Manipur,Dinner,673,6.7,82.4,17.0,Veg
Telangana Rasam And Rice Stew With Rice,Telangana,Dinner,515,6.2,70.3,18.8,Veg
Gujarat Rasam And Rice Platter,Gujarat,Dinner,582,14.7,81.4,14.1,Veg
Punjab Rasam And Rice Platter,Punjab,Dinner,480,10.8,74.9,16.8,Veg
Madhya Pradesh Rasam And Rice Stew With Rice,Madhya Pradesh,Dinner,484,6.9,63.3,15.9,Veg
Jammu And Kashmir Palya And Rice Stew With Rice,Jammu and Kashmir,Dinner,411,13.7,52.3,15.1,Veg
Vegetable Kurma And Dal,Haryana,Dinner,443,11.6,70.7,17.2,Veg
Goa Moong Dal Tadka Stew With Rice,Goa,Dinner,467,15.7,75.8,11.7,Veg
Sabzi Roti Sabzi With Rotis,Maharashtra,Dinner,427,13.6,68.4,12.5,Veg
Gujarat Kootu And Rice Stew With Rice,Gujarat,Dinner,617,19.6,97.0,18.5,Veg
Pappu Baingan Curry Curry,Telangana,Dinner,634,15.4,77.9,21.8,Veg
Jharkhand Sabzi Roti Stew With Rice,Jharkhand,Dinner,596,17.5,89.8,21.3,Veg
Dal And Chapati Sabzi With Rotis,Rajasthan,Dinner,652,8.7,100.5,15.3,Veg
Palya And Rice And Dal,Punjab,Dinner,649,19.2,77.9,19.2,Veg
Eromba Kootu And Rice Curry,Manipur,Dinner,616,10.4,72.5,20.1,Veg
Mixed Veg Stew And Dal,Assam,Dinner,662,12.4,76.8,25.5,Veg
Chha Gosht (Veg Style) Baingan Curry Curry,Himachal Pradesh,Dinner,480,7.6,65.2,15.3,Veg
Baingan Curry And Dal,Uttarakhand,Dinner,402,7.2,59.9,15.4,Veg
Poriyal And Sambar Sabzi With Rotis,Delhi,Dinner,565,6.8,66.5,19.8,Veg
Bajra Baingan Curry Curry,Punjab,Dinner,518,11.9,79.9,20.0,Veg
Karnataka Dal Fry Stew With Rice,Karnataka,Dinner,603,9.1,80.9,16.1,Veg
Veg Kebab Platter And Dal,Mizoram,Dinner,542,14.5,84.6,18.1,Veg
Kerala Sambar And Rice Stew With Rice,Kerala,Dinner,400,14.1,47.3,14.0,Veg
West Bengal Sambar And Rice Platter,West Bengal,Dinner,370,10.9,56.2,13.5,Veg
Chhattisgarh Veg Kebab Platter Platter,Chhattisgarh,Dinner,571,15.4,65.0,18.1,Veg
Vellarikai Rasam And Rice Curry,Tamil Nadu,Dinner,364,16.2,56.4,9.6,Veg
Bajra Rasam And Rice Curry,Punjab,Dinner,578,17.0,74.4,19.6,Veg
Kootu And Rice Sabzi With Rotis,Sikkim,Dinner,681,10.5,90.3,19.1,Veg
Baingan Veg Kebab Platter Curry,Uttar Pradesh,Dinner,677,11.7,97.2,22.3,Veg
Dal And Chapati Sabzi With Rotis,Mizoram,Dinner,529,10.7,71.1,14.9,Veg
Batata Palya And Rice Curry,Maharashtra,Dinner,647,10.3,89.2,21.3,Veg
Haryana Chole Bhature (Veg) Platter,Haryana,Dinner,666,15.7,81.5,15.8,Veg
Veg Kofta Curry And Dal,Jharkhand,Dinner,524,13.5,69.3,19.7,Veg
Mirapakaya Veg Kebab Platter Curry,Andhra Pradesh,Dinner,515,20.0,69.3,11.8,Veg
Haakh Palya And Rice Curry,Jammu and Kashmir,Dinner,462,9.4,57.2,15.3,Veg
Gujarat Palya And Rice Stew With Rice,Gujarat,Dinner,663,12.8,89.1,20.9,Veg
Mixed Veg Stew And Dal,Chhattisgarh,Dinner,554,14.8,86.9,21.4,Veg
Smoked Kootu And Rice Curry,Nagaland,Dinner,536,18.6,85.4,14.8,Veg
Sabzi Roti Sabzi With Rotis,West Bengal,Dinner,625,14.1,73.3,23.4,Veg
Baingan Curry And Dal,Goa,Dinner,659,9.2,85.6,22.4,Veg
Veg Kebab Platter Sabzi With Rotis,Jammu and Kashmir,Dinner,377,12.4,50.7,12.1,Veg
Karnataka Palya And Rice Stew With Rice,Karnataka,Dinner,682,6.8,88.6,25.0,Veg
Pappu Sabzi Roti Curry,Telangana,Dinner,641,9.5,100.8,14.5,Veg
Vegetable Kurma And Dal,Jharkhand,Dinner,688,12.3,95.9,23.0,Veg
Uttar Pradesh Mixed Veg Stew Platter,Uttar Pradesh,Dinner,626,19.7,88.8,22.9,Veg
Pittha Dal Fry Curry,Jharkhand,Dinner,664,6.9,88.4,16.5,Veg
Gujarat Mixed Veg Stew Platter,Gujarat,Dinner,682,19.0,101.6,18.9,Veg
Andhra Pradesh Dal And Chapati Platter,Andhra Pradesh,Dinner,545,15.7,65.1,15.2,Veg
Pappu Kootu And Rice Curry,Andhra Pradesh,Dinner,479,13.0,58.3,13.8,Veg
Rajasthan Poriyal And Sambar Stew With Rice,Rajasthan,Dinner,618,9.6,96.7,14.4,Veg
Haakh Dal Fry Curry,Jammu and Kashmir,Dinner,620,6.2,79.9,16.9,Veg
Meghalaya Veg Kofta Curry Platter,Meghalaya,Dinner,438,8.6,62.9,11.1,Veg
Gujarat Poriyal And Sambar Stew With Rice,Gujarat,Dinner,643,8.5,86.5,23.4,Veg
Mizoram Palya And Rice Platter,Mizoram,Dinner,668,6.5,93.1,25.5,Veg
Gongura Chole Bhature (Veg) Curry,Andhra Pradesh,Dinner,699,8.5,96.8,26.0,Veg
Assam Mixed Veg Stew Platter,Assam,Dinner,582,19.0,81.4,16.7,Veg
Madhya Pradesh Sabzi Roti Platter,Madhya Pradesh,Dinner,537,8.0,86.2,16.3,Veg
Meghalaya Dal And Chapati Stew With Rice,Meghalaya,Dinner,687,15.9,106.1,16.4,Veg
Kaju Sabzi Roti Curry,Goa,Dinner,622,13.3,93.5,20.5,Veg
