Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Pakhala Pani Puri (Veg) Cutlet,Odisha,Snack,335,30.5,42.2,12.7,Both
Bora Kajjikayalu Fritters,Assam,Snack,327,27.7,42.3,8.4,Both
Ootti Pani Puri (Veg) Fritters,Manipur,Snack,171,9.5,26.6,5.5,Both
Siddu Pani Puri (Veg) Cutlet,Himachal Pradesh,Snack,143,25.2,17.5,4.5,Both
Murmura Laddu Rolls,Manipur,Snack,264,9.3,40.2,6.9,Both
Bamboo Vada Fritters,Tripura,Snack,220,11.8,28.9,6.2,Both
Gathiya Rolls,Karnataka,Snack,151,15.2,19.7,5.8,Both
Meghalaya Vada Chaat,Meghalaya,Snack,214,31.4,27.9,7.3,Both
Gathiya Rolls,Nagaland,Snack,135,10.6,15.9,4.5,Both
Jharkhand Vada Chaat,Jharkhand,Snack,144,18.1,18.7,4.6,Both
Kahwa Chicken 65 Fritters,Jammu and Kashmir,Snack,335,24.0,52.0,11.7,Both
Chakko Masala Peanuts Cutlet,Kerala,Snack,161,18.5,25.4,4.8,Both
Panta Vada Cutlet,West Bengal,Snack,285,12.3,34.1,9.4,Both
Ambot Prawn Sukka Cutlet,Goa,Snack,292,19.6,39.1,10.8,Both
Prawn Sukka & Chutney (Chole),Delhi,Snack,122,11.8,13.7,4.4,Both
Haakh Chicken Tikka Roll Fritters,Jammu and Kashmir,Snack,320,26.2,39.6,9.7,Both
Vawksa Gathiya Fritters,Mizoram,Snack,304,34.0,47.3,9.1,Both
Vellarikai Egg Pakora Fritters,Tamil Nadu,Snack,278,32.2,44.9,9.5,Both
Gathiya Rolls,West Bengal,Snack,185,11.7,25.0,4.5,Both
Sakkarai Pongal Rolls,Punjab,Snack,126,23.3,20.1,3.3,Both
Prawn Sukka & Chutney (Chakko),Kerala,Snack,230,26.0,31.0,5.7,Both
Cholar Sundal Cutlet,West Bengal,Snack,288,10.2,36.1,6.8,Both
Odisha Sundal Chaat,Odisha,Snack,208,16.1,24.1,5.9,Both
Kang Samosa (Veg) Fritters,Manipur,Snack,277,9.0,41.8,7.4,Both
Patal Egg Pakora Fritters,Maharashtra,Snack,172,13.7,26.6,6.0,Both
Dhuska Prawn Sukka Fritters,Jharkhand,Snack,161,29.6,21.5,5.4,Both
Aloo Murmura Laddu Fritters,West Bengal,Snack,320,30.7,42.1,9.2,Both
Murmura Laddu Rolls,Nagaland,Snack,262,30.0,34.5,7.3,Both
Kakka Egg Pakora Cutlet,Kerala,Snack,294,10.1,45.8,10.9,Both
Kajjikayalu & Chutney (Chaulai),Haryana,Snack,211,20.6,23.9,6.7,Both
Sundal & Chutney (Singodi),Uttarakhand,Snack,156,22.1,22.5,5.5,Both
Andhra Pradesh Chakli Chaat,Andhra Pradesh,Snack,202,26.5,24.1,5.3,Both
Keema Samosa & Chutney (Bhature),Himachal Pradesh,Snack,150,22.5,24.1,5.5,Both
Bore Fish Cutlet Fritters,Chhattisgarh,Snack,339,13.5,48.4,13.2,Both
Kerala Poha Chivda Chaat,Kerala,Snack,176,32.0,26.3,5.5,Both
Meghalaya Samosa (Veg) Chaat,Meghalaya,Snack,124,10.8,16.6,3.7,Both
Dhokla Bite & Chutney (Jadoh),Meghalaya,Snack,342,9.8,53.3,8.3,Both
Keerai Poha Chivda Fritters,Tamil Nadu,Snack,237,8.9,30.9,7.2,Both
Chha Gosht (Veg Style) Gathiya Cutlet,Himachal Pradesh,Snack,271,33.5,44.0,10.0,Both
Fish Cutlet Rolls,Rajasthan,Snack,261,25.4,32.6,9.2,Both
Chha Gosht (Veg Style) Prawn Sukka Cutlet,Himachal Pradesh,Snack,228,24.4,32.5,6.8,Both
Mutton Samosa Rolls,Maharashtra,Snack,178,12.4,24.3,4.5,Both
Kajjikayalu Rolls,Punjab,Snack,340,25.1,39.6,11.3,Both
Poha Chivda Rolls,Kerala,Snack,294,29.8,34.7,11.1,Both
Karnataka Keema Samosa Chaat,Karnataka,Snack,348,20.1,48.2,12.7,Both
Mutton Samosa & Chutney (Bimmas),Telangana,Snack,260,10.3,37.5,7.6,Both
Khatta Chivda Fritters,Himachal Pradesh,Snack,322,8.2,47.2,8.2,Both
Rajasthan Murmura Laddu Chaat,Rajasthan,Snack,289,13.8,36.1,6.6,Both
Pakora (Veg) & Chutney (Surti),Gujarat,Snack,139,13.1,21.6,4.2,Both
Murmura Laddu & Chutney (Pappu),Andhra Pradesh,Snack,136,10.9,22.1,4.1,Both
Bhature Sundal Fritters,Himachal Pradesh,Snack,238,22.5,37.3,8.3,Both
Axone Chivda Cutlet,Nagaland,Snack,209,29.4,27.9,5.7,Both
Bhatt Sakkarai Pongal Fritters,Uttarakhand,Snack,251,22.4,35.7,7.3,Both
Soppu Chicken Tikka Roll Fritters,Rajasthan,Snack,253,32.0,31.9,7.9,Both
Keera Bhel Puri Cutlet,Kerala,Snack,241,21.7,39.1,5.8,Both
Ghugni Murmura Laddu Fritters,West Bengal,Snack,347,26.3,55.4,12.9,Both
Keema Samosa & Chutney (Koddel),Goa,Snack,153,15.6,24.5,5.5,Both
Egg Pakora & Chutney (Vangi),Maharashtra,Snack,239,13.5,35.2,5.4,Both
Egg Pakora Rolls,Meghalaya,Snack,333,13.4,41.8,8.5,Both
Soppu Fish Cutlet Fritters,Karnataka,Snack,315,12.1,47.1,9.7,Both
Vellarikai Gathiya Cutlet,Tamil Nadu,Snack,120,29.0,17.4,4.2,Both
Chakli & Chutney (Soppu),Rajasthan,Snack,222,15.7,29.6,7.1,Both
Nagaland Chicken Tikka Roll Chaat,Nagaland,Snack,262,29.9,32.1,6.8,Both
West Bengal Chivda Chaat,West Bengal,Snack,296,21.6,37.0,11.2,Both
Sakkarai Pongal Rolls,Karnataka,Snack,133,25.6,16.6,3.6,Both
Chicken Tikka Roll & Chutney (Bhature),Himachal Pradesh,Snack,159,21.8,20.4,6.2,Both
Sundal Rolls,Assam,Snack,138,8.1,20.3,3.6,Both
Chicken 65 & Chutney (Keerai),Rajasthan,Snack,177,33.4,28.7,6.2,Both
Uttarakhand Pani Puri (Veg) Chaat,Uttarakhand,Snack,144,15.4,20.3,3.8,Both
Kajjikayalu Rolls,Uttar Pradesh,Snack,158,14.6,25.4,4.0,Both
Manipur Sundal Chaat,Manipur,Snack,247,22.9,28.6,7.9,Both
Sattu Chicken Tikka Roll Fritters,Bihar,Snack,139,30.9,19.5,5.4,Both
Gathiya & Chutney (Dalpithi),Madhya Pradesh,Snack,174,30.0,24.3,6.7,Both
Pakora (Veg) Rolls,Odisha,Snack,324,20.2,52.1,7.3,Both
Sakkarai Pongal & Chutney (Saga),Odisha,Snack,300,14.5,42.1,11.0,Both
Vellari Murmura Laddu Cutlet,Kerala,Snack,298,19.1,41.7,9.8,Both
Murmura Laddu Rolls,Uttarakhand,Snack,241,28.0,37.1,7.0,Both
Avarekai Fish Cutlet Cutlet,Karnataka,Snack,243,20.2,36.0,9.0,Both
West Bengal Mutton Samosa Chaat,West Bengal,Snack,249,14.3,28.9,9.6,Both
Himachal Pradesh Fish Cutlet Chaat,Himachal Pradesh,Snack,258,31.7,40.7,6.6,Both
Arbi Dhokla Bite Fritters,Jharkhand,Snack,188,16.8,22.9,6.8,Both
Litti Chicken Tikka Roll Fritters,Bihar,Snack,327,22.0,46.9,11.6,Both
Egg Pakora & Chutney (Fara),Chhattisgarh,Snack,305,8.1,37.9,10.4,Both
Sundal & Chutney (Surti),Gujarat,Snack,333,29.4,54.0,11.4,Both
Tamil Nadu Gathiya Chaat,Tamil Nadu,Snack,280,12.2,40.1,10.1,Both
Fish Cutlet Rolls,Tamil Nadu,Snack,123,22.1,18.6,2.9,Both
Mutton Samosa Rolls,Punjab,Snack,311,21.6,44.7,8.0,Both
Karnataka Kajjikayalu Chaat,Karnataka,Snack,162,26.3,24.7,5.2,Both
Batata Chivda Fritters,Maharashtra,Snack,234,17.8,30.1,6.4,Both
Bihar Sakkarai Pongal Chaat,Bihar,Snack,295,32.5,40.5,10.2,Both
Poha Chivda Rolls,Tamil Nadu,Snack,242,13.7,35.9,8.5,Both
Sarson Gathiya Fritters,Punjab,Snack,121,29.0,18.1,4.6,Both
Bhel Puri Rolls,Punjab,Snack,169,34.6,22.7,4.9,Both
Dohneiiong Sundal Cutlet,Meghalaya,Snack,216,24.2,31.9,5.1,Both
Karnataka Gathiya Chaat,Karnataka,Snack,349,31.7,46.0,11.4,Both
Poha Chivda Rolls,Madhya Pradesh,Snack,187,18.6,21.2,5.9,Both
Sundal Rolls,Punjab,Snack,180,31.5,25.2,6.4,Both
Chicken 65 & Chutney (Bathua),Haryana,Snack,216,27.6,30.2,7.6,Both
Khatta Keema Samosa Fritters,Himachal Pradesh,Snack,252,23.0,32.0,6.8,Both
Sakkarai Pongal Rolls,Tamil Nadu,Snack,233,15.0,27.4,8.3,Both
Bhel Puri & Chutney (Litti),Bihar,Snack,134,31.4,16.1,4.6,Both
Pittha Sakkarai Pongal Fritters,Jharkhand,Snack,194,15.9,31.0,4.5,Both
Maharashtra Pakora (Veg) Chaat,Maharashtra,Snack,204,30.4,29.1,6.6,Both
Samosa (Veg) Rolls,Himachal Pradesh,Snack,219,29.1,34.0,6.9,Both
Bimmas Kajjikayalu Fritters,Telangana,Snack,227,17.4,35.3,8.7,Both
Poha Pakora (Veg) Cutlet,Madhya Pradesh,Snack,192,10.7,25.4,5.7,Both
Chicken Tikka Roll & Chutney (Baingan),Bihar,Snack,288,26.7,35.3,7.0,Both
Chakli & Chutney (Bimmas),Telangana,Snack,239,10.1,31.9,6.6,Both
Masala Peanuts & Chutney (Bai),Mizoram,Snack,127,30.6,16.2,3.4,Both
Sundal & Chutney (Vendakkai),Tamil Nadu,Snack,350,16.0,49.2,12.1,Both
Dhokla Bite & Chutney (Bimmas),Telangana,Snack,191,33.8,23.7,5.5,Both
Chakli & Chutney (Maskaa),Assam,Snack,274,34.7,36.2,10.1,Both
Chicken Tikka Roll & Chutney (Bhaji),Goa,Snack,140,34.6,17.8,4.4,Both
Poha Chivda & Chutney (Soppu),Rajasthan,Snack,350,24.8,50.0,11.8,Both
Pumaloi Gathiya Cutlet,Meghalaya,Snack,237,9.4,28.3,6.5,Both
Pani Puri (Veg) Rolls,Uttar Pradesh,Snack,135,24.2,16.9,4.9,Both
Egg Pakora Rolls,Maharashtra,Snack,201,34.5,31.4,5.3,Both
Chakli Rolls,Andhra Pradesh,Snack,259,12.5,36.4,9.6,Both
Poha Chivda Rolls,Rajasthan,Snack,296,11.1,46.7,9.3,Both
Chivda & Chutney (Phagshapa),Sikkim,Snack,120,32.0,16.3,2.7,Both
Mutton Samosa & Chutney (Bhinda),Gujarat,Snack,280,12.7,36.0,10.7,Both
Chicken 65 Rolls,Madhya Pradesh,Snack,327,18.6,40.8,11.4,Both
Maskaa Chicken Tikka Roll Fritters,Assam,Snack,224,19.0,30.1,7.8,Both
Bhaji Murmura Laddu Fritters,Goa,Snack,315,23.2,38.7,9.8,Both
Vada & Chutney (Kheera),Haryana,Snack,213,29.8,26.9,6.5,Both
Tamil Nadu Poha Chivda Chaat,Tamil Nadu,Snack,325,14.7,40.7,10.3,Both
Arbi Gathiya Fritters,Uttar Pradesh,Snack,239,18.3,27.5,7.5,Both
Kerala Pakora (Veg) Chaat,Kerala,Snack,349,14.9,48.1,10.9,Both
Vada & Chutney (Madra),Himachal Pradesh,Snack,183,31.2,23.5,4.9,Both
Dhokla Bite & Chutney (Panta),West Bengal,Snack,273,9.1,43.4,8.8,Both
Uttarakhand Sakkarai Pongal Chaat,Uttarakhand,Snack,154,29.8,17.4,4.1,Both
Poha Chivda Rolls,Andhra Pradesh,Snack,188,26.8,22.5,5.5,Both
Odisha Pakora (Veg) Chaat,Odisha,Snack,335,23.4,51.9,11.9,Both
Keerai Kajjikayalu Cutlet,Rajasthan,Snack,159,8.5,22.3,4.2,Both
Masala Peanuts Rolls,Uttar Pradesh,Snack,342,30.3,49.9,8.6,Both
Chila Chivda Fritters,Chhattisgarh,Snack,123,13.8,17.1,2.9,Both
Sikkim Chicken Tikka Roll Chaat,Sikkim,Snack,214,30.3,26.3,7.0,Both
Saga Chivda Cutlet,Odisha,Snack,136,11.4,19.8,3.2,Both
Anda Egg Pakora Cutlet,Mizoram,Snack,164,19.8,20.9,3.8,Both
Chicken 65 & Chutney (Kulcha),Delhi,Snack,250,32.3,29.6,6.8,Both
Gujarat Poha Chivda Chaat,Gujarat,Snack,331,12.9,47.7,12.7,Both
Pani Puri (Veg) & Chutney (Chana),Odisha,Snack,285,8.1,41.9,8.8,Both
Kajjikayalu & Chutney (Bajra),Punjab,Snack,323,17.0,37.5,11.2,Both
Samosa (Veg) Rolls,Punjab,Snack,248,31.5,31.8,7.1,Both
Uttarakhand Egg Pakora Chaat,Uttarakhand,Snack,291,33.2,43.9,8.5,Both
West Bengal Pakora (Veg) Chaat,West Bengal,Snack,125,25.9,18.1,3.0,Both
Chivda & Chutney (Saag),Jharkhand,Snack,232,12.2,28.9,5.2,Both
Poha Chivda & Chutney (Gongura),Andhra Pradesh,Snack,178,34.1,25.3,4.7,Both
Pani Puri (Veg) & Chutney (Bhatt),Uttarakhand,Snack,185,26.2,21.4,7.2,Both
Chhinam Sakkarai Pongal Fritters,Mizoram,Snack,240,23.1,29.9,8.9,Both
Uttar Pradesh Keema Samosa Chaat,Uttar Pradesh,Snack,181,28.5,26.1,6.3,Both
Sundal & Chutney (Bhinda),Gujarat,Snack,126,32.1,18.5,4.4,Both
Chivda Rolls,West Bengal,Snack,275,21.4,36.2,7.7,Both
Masala Peanuts & Chutney (Madra),Himachal Pradesh,Snack,272,14.6,38.5,7.4,Both
Vada & Chutney (Avarekai),Karnataka,Snack,249,21.7,37.5,7.8,Both
Sundal & Chutney (Koddel),Goa,Snack,207,21.0,30.8,7.5,Both
Chicken 65 Rolls,Rajasthan,Snack,294,31.1,41.3,9.3,Both
Chivda & Chutney (Chhole),Punjab,Snack,313,29.4,46.0,7.0,Both
Sabji Gathiya Cutlet,Madhya Pradesh,Snack,201,26.3,26.4,6.0,Both
Chhole Poha Chivda Fritters,Punjab,Snack,290,11.6,39.7,10.7,Both
Singju Pani Puri (Veg) Fritters,Manipur,Snack,132,31.9,21.3,3.4,Both
Gongura Gathiya Cutlet,Telangana,Snack,242,14.4,28.5,7.3,Both
Egg Pakora & Chutney (Siddu),Himachal Pradesh,Snack,166,9.6,20.3,4.8,Both
Sundal & Chutney (Siddu),Himachal Pradesh,Snack,278,29.7,34.8,6.8,Both
Kouk Kajjikayalu Cutlet,Chhattisgarh,Snack,227,17.9,36.8,7.7,Both
Modur Kajjikayalu Fritters,Jammu and Kashmir,Snack,121,10.0,15.9,4.0,Both
Goa Kajjikayalu Chaat,Goa,Snack,265,33.2,30.6,10.1,Both
Pakora (Veg) Rolls,Haryana,Snack,188,13.7,21.5,5.4,Both
Meghalaya Gathiya Chaat,Meghalaya,Snack,144,18.7,17.2,3.5,Both
Kheera Dhokla Bite Cutlet,Haryana,Snack,129,18.3,19.6,3.0,Both
Haakh Bhel Puri Fritters,Jammu and Kashmir,Snack,326,24.4,44.9,8.6,Both
Dhuska Egg Pakora Fritters,Jharkhand,Snack,236,9.6,30.6,6.8,Both
Prawn Sukka Rolls,Madhya Pradesh,Snack,214,20.3,28.0,6.9,Both
Uttarakhand Kajjikayalu Chaat,Uttarakhand,Snack,342,27.7,49.3,11.9,Both
Chakli Rolls,Himachal Pradesh,Snack,329,23.7,47.2,10.7,Both
Punjab Prawn Sukka Chaat,Punjab,Snack,258,27.3,34.2,6.4,Both
Samosa (Veg) & Chutney (Bai),Mizoram,Snack,334,13.8,42.0,8.6,Both
Chicken 65 & Chutney (Mooli),Punjab,Snack,337,8.9,38.3,9.7,Both
Vawksa Masala Peanuts Cutlet,Mizoram,Snack,208,13.5,30.8,6.8,Both
Pumaloi Gathiya Fritters,Meghalaya,Snack,155,17.2,18.2,5.7,Both
Telangana Prawn Sukka Chaat,Telangana,Snack,249,12.4,33.9,9.5,Both
Bihar Kajjikayalu Chaat,Bihar,Snack,320,33.5,50.7,10.1,Both
Chhole Prawn Sukka Fritters,Punjab,Snack,302,19.6,44.5,7.3,Both
Chivda & Chutney (Bai),Mizoram,Snack,299,31.8,34.5,11.5,Both
Masala Peanuts Rolls,Manipur,Snack,154,20.0,22.7,4.7,Both
Saaru Pakora (Veg) Cutlet,Telangana,Snack,171,30.4,23.1,4.0,Both
Vada Rolls,Madhya Pradesh,Snack,285,19.7,38.0,9.8,Both
Bathua Bhel Puri Cutlet,Haryana,Snack,343,24.4,43.9,10.8,Both
Sakkarai Pongal Rolls,Uttar Pradesh,Snack,164,16.6,22.1,4.7,Both
Mutton Samosa Rolls,Chhattisgarh,Snack,294,30.4,38.6,8.4,Both
Gahat Dhokla Bite Fritters,Uttarakhand,Snack,291,25.6,42.3,10.1,Both
Vellarikai Bhel Puri Cutlet,Tamil Nadu,Snack,302,25.5,34.9,8.9,Both
Momos Pakora (Veg) Cutlet,Sikkim,Snack,217,27.7,31.3,5.6,Both
Keerai Samosa (Veg) Cutlet,Rajasthan,Snack,206,27.4,27.5,7.0,Both
Prawn Sukka & Chutney (Cholar),West Bengal,Snack,281,31.2,34.8,9.9,Both
Anda Gathiya Fritters,Mizoram,Snack,328,23.7,52.8,12.2,Both
Kerala Keema Samosa Chaat,Kerala,Snack,134,17.5,15.6,4.1,Both
Chhole Sakkarai Pongal Cutlet,Punjab,Snack,183,16.7,25.4,6.2,Both
Fish Cutlet Rolls,Himachal Pradesh,Snack,313,34.1,39.1,9.5,Both
Bathua Chakli Fritters,Haryana,Snack,156,10.5,21.7,5.4,Both
Vada & Chutney (Keerai),Rajasthan,Snack,197,11.5,28.5,4.8,Both
Kaju Kajjikayalu Cutlet,Goa,Snack,274,27.4,39.6,8.8,Both
Bhel Puri Rolls,Uttar Pradesh,Snack,270,9.1,34.6,7.2,Both
Pani Puri (Veg) Rolls,Meghalaya,Snack,172,14.0,26.8,4.4,Both
Goa Bhel Puri Chaat,Goa,Snack,223,14.0,25.2,7.9,Both
Arbi Masala Peanuts Cutlet,Jharkhand,Snack,207,27.3,32.1,5.0,Both
Chicken 65 Rolls,Bihar,Snack,315,11.1,44.8,7.3,Both
Pakora (Veg) Rolls,West Bengal,Snack,296,25.7,42.6,8.0,Both
Aloo Ke Gutke Masala Peanuts Cutlet,Uttarakhand,Snack,131,21.1,17.5,4.1,Both
Ambot Gathiya Fritters,Goa,Snack,183,11.2,24.8,4.2,Both
Jammu And Kashmir Kajjikayalu Chaat,Jammu and Kashmir,Snack,258,12.8,40.9,9.1,Both
Madra Chakli Cutlet,Himachal Pradesh,Snack,257,11.2,40.1,8.6,Both
Uttarakhand Chivda Chaat,Uttarakhand,Snack,228,26.9,29.7,6.6,Both
Tungrymbai Chakli Fritters,Meghalaya,Snack,287,10.9,41.7,7.8,Both
Mizoram Masala Peanuts Chaat,Mizoram,Snack,294,31.9,42.3,10.6,Both
Goa Prawn Sukka Chaat,Goa,Snack,192,23.1,30.2,4.3,Both
Pani Puri (Veg) Rolls,Andhra Pradesh,Snack,346,19.9,47.4,8.3,Both
Dhokla Bite & Chutney (Kela),Uttar Pradesh,Snack,121,30.5,14.2,3.6,Both
Chicken Tikka Roll & Chutney (Bajra),Punjab,Snack,120,25.7,13.7,4.3,Both
Egg Pakora & Chutney (Gahat),Uttarakhand,Snack,282,9.2,37.4,10.2,Both
Chicken 65 Rolls,Jharkhand,Snack,195,8.9,28.7,5.1,Both
Dalma Chakli Cutlet,Odisha,Snack,201,23.0,32.3,6.2,Both
Himachal Pradesh Sundal Chaat,Himachal Pradesh,Snack,227,12.8,30.2,8.8,Both
Nadru Vada Cutlet,Jammu and Kashmir,Snack,291,31.5,45.3,10.2,Both
Ambot Vada Fritters,Goa,Snack,205,33.0,27.7,5.1,Both
Fish Cutlet Rolls,Bihar,Snack,287,30.9,34.5,10.7,Both
Vada Rolls,Gujarat,Snack,136,32.3,18.2,4.7,Both
Sakkarai Pongal & Chutney (Patal),Maharashtra,Snack,220,12.5,28.8,5.1,Both
Pakora (Veg) & Chutney (Kulcha),Delhi,Snack,120,30.6,17.6,2.9,Both
Pani Puri (Veg) & Chutney (Zu),Nagaland,Snack,198,30.9,31.5,6.6,Both
Kadala Sakkarai Pongal Cutlet,Odisha,Snack,198,23.8,29.2,5.7,Both
Mutton Samosa & Chutney (Kahwa),Jammu and Kashmir,Snack,188,24.6,24.5,4.5,Both
Pakora (Veg) & Chutney (Pakhala),Odisha,Snack,262,21.2,32.2,8.9,Both
Mutton Samosa Rolls,Telangana,Snack,269,24.2,40.5,10.4,Both
Keema Samosa & Chutney (Aloo Ke Gutke),Uttarakhand,Snack,239,23.3,34.4,5.9,Both
Sundal Rolls,Kerala,Snack,277,26.4,40.7,7.4,Both
Chakli & Chutney (Chaat),Delhi,Snack,263,33.7,42.2,7.9,Both
Bhaji Fish Cutlet Cutlet,Maharashtra,Snack,197,22.5,26.9,6.3,Both
Samosa (Veg) & Chutney (Kosha),Kerala,Snack,261,32.6,36.1,7.5,Both
Nagaland Chicken Stew Stew With Rice,Nagaland,Dinner,410,30.4,57.6,13.6,Both
West Bengal Veg Kofta Curry Stew With Rice,West Bengal,Dinner,546,31.3,87.8,18.1,Both
Arbi Veg Kofta Curry Curry,Uttar Pradesh,Dinner,465,16.9,75.4,17.3,Both
Baingan Curry And Dal,Mizoram,Dinner,752,22.8,100.6,24.2,Both
Tamil Nadu Dal Fry Stew With Rice,Tamil Nadu,Dinner,687,11.0,104.1,19.6,Both
Moong Dal Tadka Sabzi With Rotis,Telangana,Dinner,749,15.7,102.4,17.1,Both
Telangana Baingan Curry Stew With Rice,Telangana,Dinner,601,32.2,81.1,14.7,Both
Moong Dal Tadka And Dal,Tripura,Dinner,814,34.0,119.6,30.3,Both
Punjab Sambar And Rice Platter,Punjab,Dinner,634,18.4,101.5,24.2,Both
Chicken Stew Sabzi With Rotis,Manipur,Dinner,742,22.5,84.6,24.1,Both
Delhi Chicken Korma Stew With Rice,Delhi,Dinner,824,19.3,103.7,24.6,Both
Sikkim Chicken Korma Stew With Rice,Sikkim,Dinner,796,11.6,116.5,19.8,Both
Tamil Nadu Rasam And Rice Platter,Tamil Nadu,Dinner,527,13.8,79.8,15.5,Both
Tandoori Chicken Platter Sabzi With Rotis,Jammu and Kashmir,Dinner,576,33.9,75.2,16.2,Both
Telangana Rasam And Rice Platter,Telangana,Dinner,596,31.7,77.8,20.4,Both
Kadala Chole Bhature (Veg) Curry,Odisha,Dinner,485,25.8,62.1,18.6,Both
Mixed Veg Stew Sabzi With Rotis,Assam,Dinner,489,17.3,61.4,16.1,Both
Vegetable Kurma Sabzi With Rotis,Uttar Pradesh,Dinner,660,17.4,93.6,21.7,Both
Bhaji Sambar And Rice Curry,Goa,Dinner,818,11.2,120.6,23.2,Both
Chicken Korma And Dal,Uttar Pradesh,Dinner,646,9.1,92.2,18.0,Both
Andhra Pradesh Palya And Rice Platter,Andhra Pradesh,Dinner,731,11.3,101.8,21.6,Both
Delhi Baingan Curry Platter,Delhi,Dinner,543,12.4,76.7,20.6,Both
Dal And Chapati Sabzi With Rotis,Manipur,Dinner,715,26.0,96.9,27.4,Both
Madhya Pradesh Palya And Rice Stew With Rice,Madhya Pradesh,Dinner,765,26.7,102.9,27.0,Both
Dal And Chapati And Dal,Haryana,Dinner,719,34.2,112.0,22.2,Both
Kootu And Rice And Dal,Jharkhand,Dinner,750,19.2,113.2,22.5,Both
Saag Dal And Chapati Curry,Jharkhand,Dinner,664,22.4,81.7,20.4,Both
Karnataka Chole Bhature (Veg) Stew With Rice,Karnataka,Dinner,812,20.4,103.8,27.9,Both
Goa Chicken Korma Stew With Rice,Goa,Dinner,441,29.3,58.7,12.1,Both
Palya And Rice And Dal,Nagaland,Dinner,727,29.3,113.0,18.5,Both
Kootu And Rice And Dal,Karnataka,Dinner,756,30.8,96.4,18.6,Both
Gundruk Chicken Stew Curry,Sikkim,Dinner,675,28.6,107.7,19.8,Both
Uttar Pradesh Baingan Curry Platter,Uttar Pradesh,Dinner,612,21.9,75.8,18.7,Both
Veg Kofta Curry Sabzi With Rotis,Rajasthan,Dinner,755,26.6,98.1,28.3,Both
Poriyal And Sambar Sabzi With Rotis,Andhra Pradesh,Dinner,767,12.7,93.1,21.8,Both
Sabzi Roti Sabzi With Rotis,Goa,Dinner,828,21.5,131.1,29.0,Both
Vangi Veg Kofta Curry Curry,Maharashtra,Dinner,801,15.6,95.1,28.8,Both
Kootu And Rice And Dal,Gujarat,Dinner,451,20.5,65.0,17.2,Both
Telangana Fish Moilee Stew With Rice,Telangana,Dinner,799,25.0,109.2,20.9,Both
Moong Dal Tadka Sabzi With Rotis,Haryana,Dinner,612,8.1,88.7,23.5,Both
Chole Bhature (Veg) Sabzi With Rotis,Nagaland,Dinner,603,15.5,89.3,19.8,Both
Chicken Stew And Dal,Chhattisgarh,Dinner,569,12.1,74.3,19.5,Both
Moong Dal Tadka Sabzi With Rotis,Karnataka,Dinner,466,25.5,68.0,17.5,Both
Cholar Sabzi Roti Curry,West Bengal,Dinner,486,18.5,70.1,16.9,Both
Bajra Vegetable Kurma Curry,Punjab,Dinner,478,31.7,59.9,17.7,Both
Baingan Curry Sabzi With Rotis,Himachal Pradesh,Dinner,439,34.0,71.2,14.2,Both
Vendakkai Moong Dal Tadka Curry,Tamil Nadu,Dinner,642,17.8,92.6,16.4,Both
Fish Moilee And Dal,Kerala,Dinner,614,23.2,96.8,23.8,Both
Keerai Vegetable Kurma Curry,Rajasthan,Dinner,522,21.7,74.1,12.2,Both
Mizoram Kootu And Rice Platter,Mizoram,Dinner,688,29.0,87.6,24.3,Both
Chhattisgarh Chicken Stew Stew With Rice,Chhattisgarh,Dinner,584,21.2,93.7,21.0,Both
Punjab Dal And Chapati Platter,Punjab,Dinner,776,34.2,103.1,22.3,Both
Fara Chicken Korma Curry,Chhattisgarh,Dinner,633,31.9,82.9,15.1,Both
Meghalaya Rasam And Rice Stew With Rice,Meghalaya,Dinner,829,18.6,125.7,25.5,Both
Mizoram Egg Bhurji With Rotis Stew With Rice,Mizoram,Dinner,603,31.4,82.8,21.3,Both
Kootu And Rice Sabzi With Rotis,Tripura,Dinner,493,9.1,61.4,11.5,Both
Rajasthan Palya And Rice Platter,Rajasthan,Dinner,836,23.2,129.1,20.0,Both
Vegetable Kurma And Dal,Delhi,Dinner,440,28.6,67.0,10.4,Both
Haryana Kootu And Rice Stew With Rice,Haryana,Dinner,455,11.6,54.5,11.3,Both
Odisha Chicken Korma Stew With Rice,Odisha,Dinner,794,11.6,100.7,22.0,Both
Soppu Kootu And Rice Curry,Telangana,Dinner,547,14.5,65.6,18.5,Both
Mizoram Sabzi Roti Stew With Rice,Mizoram,Dinner,466,20.1,74.3,11.7,Both
Chicken Korma Sabzi With Rotis,Manipur,Dinner,570,9.7,80.8,17.3,Both
Pappu Vegetable Kurma Curry,Andhra Pradesh,Dinner,709,16.7,93.3,23.3,Both
Veg Kebab Platter Sabzi With Rotis,Assam,Dinner,756,22.0,100.5,23.0,Both
Bihar Sambar And Rice Stew With Rice,Bihar,Dinner,844,20.3,119.4,23.9,Both
Sattu Palya And Rice Curry,Bihar,Dinner,400,25.3,45.8,9.2,Both
Vegetable Kurma And Dal,Rajasthan,Dinner,496,32.6,73.7,13.8,Both
Poriyal And Sambar And Dal,Assam,Dinner,799,13.3,97.4,19.7,Both
Uttar Pradesh Egg Bhurji With Rotis Platter,Uttar Pradesh,Dinner,630,31.4,77.0,21.6,Both
Sambar And Rice Sabzi With Rotis,Maharashtra,Dinner,543,19.7,77.2,13.6,Both
Fish Moilee Sabzi With Rotis,Maharashtra,Dinner,802,10.2,110.3,30.2,Both
