Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Egg Pakora & Chutney (Pakhala),Odisha,Snack,286,36.6,46.4,10.6,Non-Veg
Keerai Mutton Samosa Fritters,Tamil Nadu,Snack,355,37.1,56.9,12.1,Non-Veg
Odisha Keema Samosa Chaat,Odisha,Snack,362,22.4,51.5,14.0,Non-Veg
Panta Keema Samosa Cutlet,West Bengal,Snack,371,38.8,43.7,11.9,Non-Veg
Jharkhand Mutton Samosa Chaat,Jharkhand,Snack,168,22.2,25.9,4.3,Non-Veg
Prawn Sukka & Chutney (Kulcha),Delhi,Snack,250,33.3,40.0,8.5,Non-Veg
Chakhwi Fish Cutlet Fritters,Tripura,Snack,199,30.5,23.6,7.2,Non-Veg
Mutton Samosa & Chutney (Kosambari),Karnataka,Snack,298,20.9,46.2,8.2,Non-Veg
Malpua Keema Samosa Fritters,Jharkhand,Snack,191,35.0,28.6,5.4,Non-Veg
Egg Pakora & Chutney (Sawhchiar),Mizoram,Snack,257,42.6,39.5,6.7,Non-Veg
Chicken 65 & Chutney (Dhuska),Jharkhand,Snack,367,27.0,54.7,11.8,Non-Veg
Gongura Fish Cutlet Cutlet,Telangana,Snack,357,26.8,55.0,12.1,Non-Veg
Egg Pakora & Chutney (Batata),Maharashtra,Snack,365,44.5,58.4,9.7,Non-Veg
Keema Samosa Rolls,Assam,Snack,196,37.7,26.0,4.5,Non-Veg
Vawksa Chicken 65 Cutlet,Mizoram,Snack,230,29.7,34.8,7.4,Non-Veg
Keema Samosa Rolls,Tamil Nadu,Snack,319,38.4,48.3,10.4,Non-Veg
Chicken 65 Rolls,Sikkim,Snack,287,31.6,41.3,10.8,Non-Veg
Chicken 65 & Chutney (Keera),Kerala,Snack,177,31.5,25.5,6.6,Non-Veg
Tinda Prawn Sukka Fritters,Uttar Pradesh,Snack,166,21.7,20.4,6.4,Non-Veg
Haryana Chicken Tikka Roll Chaat,Haryana,Snack,193,36.2,28.8,7.3,Non-Veg
Prawn Sukka & Chutney (Mirapakaya),Andhra Pradesh,Snack,208,40.3,24.0,7.0,Non-Veg
Rajasthan Fish Cutlet Chaat,Rajasthan,Snack,380,20.4,59.7,9.1,Non-Veg
Dohneiiong Egg Pakora Cutlet,Meghalaya,Snack,344,44.3,53.7,9.2,Non-Veg
Chak-Hao Prawn Sukka Fritters,Manipur,Snack,212,40.2,31.8,4.7,Non-Veg
Egg Pakora Rolls,Jharkhand,Snack,378,43.4,44.8,13.0,Non-Veg
Saga Prawn Sukka Fritters,Odisha,Snack,152,35.3,21.5,3.6,Non-Veg
Assam Egg Pakora Chaat,Assam,Snack,330,21.6,40.3,7.5,Non-Veg
Haryana Keema Samosa Chaat,Haryana,Snack,325,35.8,37.5,12.1,Non-Veg
Batata Mutton Samosa Fritters,Maharashtra,Snack,201,28.0,25.8,5.4,Non-Veg
Chicken 65 & Chutney (Zu),Nagaland,Snack,394,24.4,53.8,13.4,Non-Veg
Fara Egg Pakora Fritters,Chhattisgarh,Snack,350,38.9,50.0,7.9,Non-Veg
Jharkhand Keema Samosa Chaat,Jharkhand,Snack,317,35.8,38.0,7.1,Non-Veg
Odisha Prawn Sukka Chaat,Odisha,Snack,219,30.3,26.8,6.0,Non-Veg
Chicken 65 & Chutney (Ambot),Goa,Snack,203,31.8,23.9,7.7,Non-Veg
Sarson Fish Cutlet Cutlet,Haryana,Snack,195,29.6,28.0,4.8,Non-Veg
Tinda Egg Pakora Fritters,Uttar Pradesh,Snack,237,40.5,26.9,8.7,Non-Veg
Keema Samosa & Chutney (Modak),Maharashtra,Snack,245,35.2,38.3,9.2,Non-Veg
Mooli Prawn Sukka Fritters,Punjab,Snack,356,42.6,55.6,10.4,Non-Veg
Lauki Fish Cutlet Cutlet,Uttar Pradesh,Snack,253,28.2,31.7,6.1,Non-Veg
Jammu And Kashmir Chicken 65 Chaat,Jammu and Kashmir,Snack,354,34.7,44.7,11.1,Non-Veg
Dalpithi Fish Cutlet Cutlet,Madhya Pradesh,Snack,306,36.1,44.6,9.4,Non-Veg
Mutton Samosa Rolls,Odisha,Snack,298,26.5,33.8,10.1,Non-Veg
Sabji Prawn Sukka Fritters,Madhya Pradesh,Snack,171,41.2,24.5,6.4,Non-Veg
Karnataka Chicken Tikka Roll Chaat,Karnataka,Snack,388,43.6,45.6,11.2,Non-Veg
Egg Pakora Rolls,Punjab,Snack,150,36.3,17.4,5.2,Non-Veg
Chana Chicken Tikka Roll Fritters,Odisha,Snack,224,26.5,35.1,7.5,Non-Veg
Siddu Egg Pakora Cutlet,Himachal Pradesh,Snack,350,30.2,54.4,11.1,Non-Veg
Keerai Mutton Samosa Cutlet,Rajasthan,Snack,361,37.8,56.9,13.4,Non-Veg
Chicken 65 Rolls,Meghalaya,Snack,287,34.7,45.2,10.2,Non-Veg
Pappu Egg Pakora Fritters,Andhra Pradesh,Snack,400,41.6,62.2,12.5,Non-Veg
Prawn Sukka Rolls,Delhi,Snack,343,29.4,52.8,10.6,Non-Veg
Chicken Tikka Roll Rolls,Meghalaya,Snack,223,34.3,33.5,6.5,Non-Veg
Kahwa Keema Samosa Fritters,Jammu and Kashmir,Snack,281,28.8,31.9,10.2,Non-Veg
Sundakkai Keema Samosa Fritters,Tamil Nadu,Snack,297,29.4,38.4,11.4,Non-Veg
Jharkhand Prawn Sukka Chaat,Jharkhand,Snack,314,43.0,48.8,7.7,Non-Veg
Phagshapa Chicken 65 Cutlet,Sikkim,Snack,246,38.7,36.5,6.4,Non-Veg
Jammu And Kashmir Chicken Tikka Roll Chaat,Jammu and Kashmir,Snack,262,37.0,30.6,8.9,Non-Veg
Chicken Tikka Roll Rolls,Nagaland,Snack,227,27.0,29.6,6.8,Non-Veg
Chicken 65 & Chutney (Kaju),Goa,Snack,217,39.6,34.9,7.9,Non-Veg
Malpua Egg Pakora Cutlet,Jharkhand,Snack,332,28.4,47.1,12.1,Non-Veg
Prawn Sukka Rolls,Madhya Pradesh,Snack,271,29.7,36.2,8.2,Non-Veg
Tamil Nadu Egg Pakora Chaat,Tamil Nadu,Snack,269,28.9,34.4,8.0,Non-Veg
Ringna Egg Pakora Fritters,Gujarat,Snack,346,25.2,52.4,8.0,Non-Veg
Fara Chicken Tikka Roll Fritters,Chhattisgarh,Snack,339,20.8,45.1,9.8,Non-Veg
Nagaland Chicken 65 Chaat,Nagaland,Snack,334,26.6,41.7,12.9,Non-Veg
Egg Pakora Rolls,Meghalaya,Snack,394,24.5,48.3,13.2,Non-Veg
Pakhala Mutton Samosa Fritters,Odisha,Snack,269,20.7,43.7,9.3,Non-Veg
Chicken 65 & Chutney (Chhinam),Mizoram,Snack,252,40.8,40.9,6.0,Non-Veg
Mirapakaya Prawn Sukka Cutlet,Andhra Pradesh,Snack,396,31.2,62.9,11.5,Non-Veg
Bengalgram Egg Pakora Cutlet,Karnataka,Snack,386,22.3,55.8,12.7,Non-Veg
Sanna Mutton Samosa Fritters,Goa,Snack,337,34.6,44.7,11.1,Non-Veg
Keema Samosa Rolls,Meghalaya,Snack,307,20.4,40.3,7.5,Non-Veg
Egg Pakora & Chutney (Karela),Bihar,Snack,284,36.0,32.9,9.7,Non-Veg
Tripura Fish Cutlet Chaat,Tripura,Snack,297,37.6,40.8,11.1,Non-Veg
Parathas Chicken Tikka Roll Cutlet,Delhi,Snack,211,35.6,28.2,7.9,Non-Veg
Avarekai Egg Pakora Fritters,Karnataka,Snack,374,22.2,49.3,8.5,Non-Veg
Egg Pakora Rolls,Assam,Snack,301,41.0,37.7,10.4,Non-Veg
Goa Egg Pakora Chaat,Goa,Snack,371,27.6,44.1,9.4,Non-Veg
Dhuska Egg Pakora Cutlet,Jharkhand,Snack,373,36.8,59.1,9.7,Non-Veg
Egg Pakora Rolls,Odisha,Snack,202,22.3,24.8,5.7,Non-Veg
Kadala Keema Samosa Cutlet,Odisha,Snack,203,43.8,32.3,7.1,Non-Veg
West Bengal Prawn Sukka Chaat,West Bengal,Snack,304,28.2,47.5,10.8,Non-Veg
Keema Samosa & Chutney (Keera),Kerala,Snack,376,36.9,60.6,14.1,Non-Veg
Tsaman Mutton Samosa Cutlet,Jammu and Kashmir,Snack,364,42.2,56.7,10.4,Non-Veg
Keema Samosa & Chutney (Aloo),West Bengal,Snack,202,43.6,23.7,5.2,Non-Veg
Keema Samosa & Chutney (Haakh),Jammu and Kashmir,Snack,345,21.0,39.8,8.8,Non-Veg
Kahwa Chicken Tikka Roll Cutlet,Jammu and Kashmir,Snack,182,37.6,29.4,4.6,Non-Veg
Khatta Fish Cutlet Fritters,Himachal Pradesh,Snack,268,38.6,33.4,9.4,Non-Veg
Bengalgram Chicken Tikka Roll Cutlet,Karnataka,Snack,213,22.1,33.4,6.0,Non-Veg
Ringna Keema Samosa Fritters,Gujarat,Snack,159,24.7,24.3,4.3,Non-Veg
Mutton Samosa & Chutney (Poha),Madhya Pradesh,Snack,175,42.3,25.1,6.5,Non-Veg
Egg Pakora & Chutney (Kadala),Odisha,Snack,346,27.8,46.8,12.0,Non-Veg
Tripura Mutton Samosa Chaat,Tripura,Snack,180,39.6,26.9,4.6,Non-Veg
Chhattisgarh Chicken Tikka Roll Chaat,Chhattisgarh,Snack,218,28.5,25.1,6.0,Non-Veg
Ragi Chicken 65 Fritters,Karnataka,Snack,384,37.4,50.5,12.6,Non-Veg
Mui Chicken 65 Fritters,Tripura,Snack,336,33.2,40.0,11.2,Non-Veg
Bimmas Keema Samosa Fritters,Telangana,Snack,256,40.6,40.6,6.3,Non-Veg
Prawn Sukka Rolls,Karnataka,Snack,193,36.3,25.4,6.3,Non-Veg
Mizoram Mutton Samosa Chaat,Mizoram,Snack,311,26.8,43.9,11.7,Non-Veg
Ragi Prawn Sukka Fritters,Karnataka,Snack,208,23.5,31.7,6.8,Non-Veg
Bhature Prawn Sukka Cutlet,Himachal Pradesh,Snack,291,35.7,33.5,7.4,Non-Veg
Bimmas Chicken Tikka Roll Fritters,Telangana,Snack,236,35.4,35.2,6.2,Non-Veg
Chicken 65 Rolls,Gujarat,Snack,239,22.2,30.9,8.9,Non-Veg
Khlem Chicken Tikka Roll Cutlet,Meghalaya,Snack,155,37.7,18.6,5.1,Non-Veg
Bhaji Mutton Samosa Fritters,Goa,Snack,291,20.7,44.3,10.5,Non-Veg
Pittha Egg Pakora Fritters,Jharkhand,Snack,372,22.1,51.2,12.8,Non-Veg
Egg Pakora Rolls,Goa,Snack,202,20.9,31.8,5.6,Non-Veg
Bamboo Mutton Samosa Cutlet,Nagaland,Snack,309,40.7,35.9,8.9,Non-Veg
Kerala Mutton Samosa Chaat,Kerala,Snack,376,22.2,44.1,12.9,Non-Veg
Chicken Tikka Roll & Chutney (Kand),Uttarakhand,Snack,280,20.4,36.1,9.8,Non-Veg
Egg Pakora & Chutney (Jitok),Nagaland,Snack,336,26.1,40.6,11.5,Non-Veg
Chaulai Egg Pakora Fritters,Haryana,Snack,216,31.5,30.4,5.0,Non-Veg
Panta Fish Cutlet Cutlet,West Bengal,Snack,211,34.7,33.1,8.1,Non-Veg
Keema Samosa & Chutney (Kothavarangai),Tamil Nadu,Snack,253,40.4,35.2,8.9,Non-Veg
Makki Keema Samosa Cutlet,Punjab,Snack,188,34.8,22.7,6.6,Non-Veg
Manipur Chicken 65 Chaat,Manipur,Snack,333,33.4,37.5,11.6,Non-Veg
Goa Fish Cutlet Chaat,Goa,Snack,160,30.9,22.1,4.5,Non-Veg
Kahwa Prawn Sukka Cutlet,Jammu and Kashmir,Snack,313,32.4,35.5,11.9,Non-Veg
Egg Pakora & Chutney (Mooli),Punjab,Snack,337,27.0,43.4,10.7,Non-Veg
Arbi Fish Cutlet Fritters,Uttar Pradesh,Snack,201,22.0,27.4,7.5,Non-Veg
Ootti Keema Samosa Cutlet,Manipur,Snack,386,32.6,55.4,10.3,Non-Veg
Mui Mutton Samosa Cutlet,Tripura,Snack,330,35.9,53.1,9.5,Non-Veg
Fish Cutlet Rolls,Uttarakhand,Snack,364,38.7,43.1,11.8,Non-Veg
Bora Mutton Samosa Cutlet,Assam,Snack,306,30.2,46.5,7.2,Non-Veg
Keema Samosa Rolls,West Bengal,Snack,253,31.0,36.0,6.6,Non-Veg
Jitok Chicken Tikka Roll Fritters,Nagaland,Snack,338,32.6,41.1,12.2,Non-Veg
Bihar Keema Samosa Chaat,Bihar,Snack,233,34.4,33.8,5.8,Non-Veg
Himachal Pradesh Egg Pakora Chaat,Himachal Pradesh,Snack,344,33.5,51.5,9.4,Non-Veg
Pakhala Prawn Sukka Fritters,Odisha,Snack,373,32.7,42.6,8.3,Non-Veg
Khandvi Fish Cutlet Cutlet,Gujarat,Snack,364,41.4,56.8,10.7,Non-Veg
Egg Pakora & Chutney (Keerai),Rajasthan,Snack,274,22.6,35.6,7.3,Non-Veg
Dalma Chicken Tikka Roll Cutlet,Odisha,Snack,378,29.8,54.1,11.2,Non-Veg
Egg Pakora Rolls,Delhi,Snack,162,35.7,24.3,4.7,Non-Veg
Bamboo Keema Samosa Cutlet,Tripura,Snack,177,35.0,21.3,5.5,Non-Veg
Mutton Samosa Rolls,West Bengal,Snack,243,38.4,29.4,5.7,Non-Veg
Gahat Egg Pakora Cutlet,Uttarakhand,Snack,370,20.5,50.8,10.3,Non-Veg
Uttar Pradesh Chicken 65 Chaat,Uttar Pradesh,Snack,196,30.4,24.2,6.3,Non-Veg
Mutton Samosa & Chutney (Baingan),Bihar,Snack,251,20.1,35.3,8.8,Non-Veg
Saag Chicken 65 Fritters,Jharkhand,Snack,244,21.7,34.4,8.2,Non-Veg
Chaulai Chicken Tikka Roll Cutlet,Haryana,Snack,236,25.2,27.7,8.9,Non-Veg
Jharkhand Chicken 65 Chaat,Jharkhand,Snack,344,26.1,52.1,9.6,Non-Veg
Chila Mutton Samosa Cutlet,Chhattisgarh,Snack,239,29.5,30.7,8.9,Non-Veg
Bora Chicken Tikka Roll Cutlet,Assam,Snack,306,26.6,46.6,7.9,Non-Veg
Punjab Egg Pakora Chaat,Punjab,Snack,318,32.3,41.1,9.2,Non-Veg
Mui Fish Cutlet Cutlet,Tripura,Snack,242,34.8,32.9,9.4,Non-Veg
Eromba Chicken Tikka Roll Fritters,Manipur,Snack,214,31.6,33.3,7.5,Non-Veg
Jharkhand Egg Pakora Chaat,Jharkhand,Snack,327,33.4,39.0,9.2,Non-Veg
Mutton Samosa & Chutney (Cholar),West Bengal,Snack,176,25.6,22.2,6.7,Non-Veg
Momos Mutton Samosa Cutlet,Sikkim,Snack,234,41.9,30.7,6.0,Non-Veg
Manipur Egg Pakora Chaat,Manipur,Snack,243,44.2,31.6,5.5,Non-Veg
Prawn Sukka & Chutney (Vawksa),Mizoram,Snack,303,27.5,41.5,11.4,Non-Veg
Sael Prawn Sukka Fritters,Sikkim,Snack,211,25.3,31.5,7.5,Non-Veg
Egg Pakora Rolls,Sikkim,Snack,269,22.5,35.6,8.6,Non-Veg
Dalpithi Prawn Sukka Fritters,Madhya Pradesh,Snack,321,34.7,47.7,11.4,Non-Veg
Fish Cutlet Rolls,Tripura,Snack,346,30.1,41.0,7.8,Non-Veg
Keema Samosa Rolls,Jharkhand,Snack,267,28.7,39.1,8.9,Non-Veg
Vellari Keema Samosa Fritters,Kerala,Snack,390,29.6,55.0,12.9,Non-Veg
Chicken Tikka Roll Rolls,Chhattisgarh,Snack,302,24.5,42.0,8.3,Non-Veg
Andhra Pradesh Mutton Samosa Chaat,Andhra Pradesh,Snack,298,40.3,37.0,9.4,Non-Veg
Vellarikka Egg Pakora Cutlet,Rajasthan,Snack,254,21.1,29.3,6.2,Non-Veg
Fish Cutlet & Chutney (Bai),Mizoram,Snack,198,21.2,26.9,7.2,Non-Veg
Modak Mutton Samosa Cutlet,Maharashtra,Snack,253,41.3,40.1,6.9,Non-Veg
Keema Samosa & Chutney (Chakhwi),Tripura,Snack,393,37.4,54.4,8.9,Non-Veg
Mui Keema Samosa Fritters,Tripura,Snack,334,25.7,43.7,10.9,Non-Veg
Manipur Mutton Samosa Chaat,Manipur,Snack,392,26.6,59.4,9.2,Non-Veg
Chicken 65 & Chutney (Singodi),Uttarakhand,Snack,176,22.2,20.9,4.3,Non-Veg
Gujarat Keema Samosa Chaat,Gujarat,Snack,318,24.2,49.6,11.3,Non-Veg
Chicken Tikka Roll & Chutney (Bengalgram),Karnataka,Snack,289,34.2,46.7,10.5,Non-Veg
Pumaloi Chicken 65 Cutlet,Meghalaya,Snack,265,44.1,38.1,7.1,Non-Veg
Chicken Tikka Roll & Chutney (Sanna),Goa,Snack,247,43.0,30.1,9.5,Non-Veg
Mutton Samosa Rolls,Gujarat,Snack,287,39.5,36.3,8.8,Non-Veg
Egg Pakora Rolls,Karnataka,Snack,392,21.9,57.1,10.3,Non-Veg
Soppu Egg Pakora Cutlet,Rajasthan,Snack,197,31.1,27.5,7.4,Non-Veg
Vendakkai Fish Cutlet Fritters,Tamil Nadu,Snack,385,27.3,60.8,8.9,Non-Veg
Axone Chicken 65 Cutlet,Nagaland,Snack,317,32.1,49.0,10.4,Non-Veg
Chicken Tikka Roll Rolls,Maharashtra,Snack,289,33.1,40.0,9.1,Non-Veg
Ootti Egg Pakora Fritters,Manipur,Snack,206,21.1,32.3,6.9,Non-Veg
Baingan Keema Samosa Cutlet,Bihar,Snack,215,35.4,29.2,5.2,Non-Veg
Chicken Tikka Roll Rolls,Jharkhand,Snack,381,37.1,47.3,12.8,Non-Veg
Karela Keema Samosa Cutlet,Bihar,Snack,334,37.7,45.7,7.5,Non-Veg
Bajre Fish Cutlet Cutlet,Haryana,Snack,265,37.1,31.4,6.2,Non-Veg
Egg Pakora & Chutney (Kulcha),Delhi,Snack,251,44.8,30.0,7.2,Non-Veg
Sundakkai Mutton Samosa Cutlet,Tamil Nadu,Snack,386,26.2,55.0,12.7,Non-Veg
Bihar Prawn Sukka Chaat,Bihar,Snack,353,20.1,42.8,10.3,Non-Veg
Jitok Keema Samosa Fritters,Nagaland,Snack,266,29.2,33.6,6.0,Non-Veg
Keema Samosa & Chutney (Kebabs (Veg)),Delhi,Snack,289,25.8,39.8,7.9,Non-Veg
Keema Samosa & Chutney (Eromba),Manipur,Snack,242,31.2,37.9,6.7,Non-Veg
Avarekai Mutton Samosa Cutlet,Karnataka,Snack,296,25.4,43.5,8.3,Non-Veg
Kothavarangai Fish Cutlet Fritters,Tamil Nadu,Snack,188,42.8,23.4,4.4,Non-Veg
Keema Samosa & Chutney (Anda),Mizoram,Snack,387,32.3,60.1,13.1,Non-Veg
Muthiya Chicken Tikka Roll Cutlet,Gujarat,Snack,382,21.4,53.9,9.0,Non-Veg
Prawn Sukka Rolls,Punjab,Snack,396,29.8,55.3,10.3,Non-Veg
Prawn Sukka & Chutney (Shyaphale),Sikkim,Snack,211,31.2,29.6,5.1,Non-Veg
Mutton Samosa Rolls,Jammu and Kashmir,Snack,261,41.4,29.5,7.0,Non-Veg
Egg Pakora & Chutney (Bathua),Haryana,Snack,321,41.1,49.6,10.6,Non-Veg
Assam Keema Samosa Chaat,Assam,Snack,195,26.6,29.7,6.8,Non-Veg
Prawn Sukka Rolls,Nagaland,Snack,379,44.5,61.5,10.6,Non-Veg
Chhinam Chicken Tikka Roll Cutlet,Mizoram,Snack,369,21.1,47.1,13.6,Non-Veg
Madhya Pradesh Prawn Sukka Chaat,Madhya Pradesh,Snack,238,29.7,37.0,8.6,Non-Veg
Patal Mutton Samosa Fritters,Maharashtra,Snack,378,43.5,58.0,12.9,Non-Veg
Keema Samosa Rolls,Haryana,Snack,177,21.3,28.3,5.6,Non-Veg
Egg Pakora Rolls,Bihar,Snack,340,28.8,44.1,8.4,Non-Veg
Keema Samosa Rolls,Chhattisgarh,Snack,324,34.4,41.2,9.0,Non-Veg
Manipur Chicken Tikka Roll Chaat,Manipur,Snack,279,26.4,40.9,8.7,Non-Veg
Prawn Sukka Rolls,West Bengal,Snack,335,34.8,47.7,12.6,Non-Veg
Prawn Sukka Rolls,Sikkim,Snack,183,43.3,27.7,5.5,Non-Veg
Chicken 65 Rolls,Chhattisgarh,Snack,277,31.7,33.7,9.6,Non-Veg
Bai Mutton Samosa Fritters,Mizoram,Snack,344,26.0,44.9,8.4,Non-Veg
Haryana Fish Cutlet Chaat,Haryana,Snack,391,39.4,45.0,9.6,Non-Veg
Keema Samosa Rolls,Punjab,Snack,208,37.0,23.4,6.7,Non-Veg
Sikkim Fish Cutlet Chaat,Sikkim,Snack,375,29.8,56.8,12.1,Non-Veg
Fish Cutlet & Chutney (Avarekai),Karnataka,Snack,333,40.9,38.0,9.5,Non-Veg
Egg Pakora & Chutney (Chhole),Punjab,Snack,286,32.0,45.7,7.5,Non-Veg
Chicken 65 & Chutney (Katancha),Andhra Pradesh,Snack,242,28.8,31.0,6.0,Non-Veg
Jadoh Chicken Tikka Roll Cutlet,Meghalaya,Snack,344,44.8,55.4,9.7,Non-Veg
Chak-Hao Fish Cutlet Fritters,Manipur,Snack,393,23.3,46.6,14.5,Non-Veg
Siddu Mutton Samosa Fritters,Himachal Pradesh,Snack,381,28.2,50.5,11.1,Non-Veg
Chicken 65 & Chutney (Bhinda),Gujarat,Snack,294,33.1,40.2,11.0,Non-Veg
Chila Keema Samosa Fritters,Chhattisgarh,Snack,250,27.7,29.6,5.6,Non-Veg
Fish Cutlet & Chutney (Vellari),Kerala,Snack,325,22.0,51.8,8.0,Non-Veg
Batata Prawn Sukka Fritters,Maharashtra,Snack,242,27.4,38.7,5.6,Non-Veg
Chicken 65 Rolls,Punjab,Snack,371,37.4,42.8,13.7,Non-Veg
Bihar Mutton Samosa Chaat,Bihar,Snack,339,20.4,39.8,8.5,Non-Veg
Prawn Sukka & Chutney (Kang),Manipur,Snack,193,40.6,23.9,6.6,Non-Veg
Mutton Samosa & Chutney (Kakka),Kerala,Snack,288,43.3,44.0,7.4,Non-Veg
Egg Pakora & Chutney (Chila),Chhattisgarh,Snack,326,33.9,43.2,11.1,Non-Veg
Vellarikai Mutton Samosa Fritters,Tamil Nadu,Snack,264,44.4,31.7,6.5,Non-Veg
Maskaa Chicken Tikka Roll Cutlet,Assam,Snack,330,22.5,47.6,7.4,Non-Veg
Ghugni Chicken Tikka Roll Fritters,West Bengal,Snack,305,44.5,49.2,10.2,Non-Veg
Tamil Nadu Chicken 65 Chaat,Tamil Nadu,Snack,183,21.2,28.4,4.5,Non-Veg
Zu Prawn Sukka Cutlet,Nagaland,Snack,330,23.7,46.4,12.0,Non-Veg
Kela Chicken 65 Cutlet,Uttar Pradesh,Snack,169,30.7,20.8,5.5,Non-Veg
Tilkut Chicken Tikka Roll Cutlet,Madhya Pradesh,Snack,381,39.7,49.2,14.4,Non-Veg
Kheera Prawn Sukka Fritters,Haryana,Snack,293,40.3,45.1,9.4,Non-Veg
Maharashtra Mutton Samosa Chaat,Maharashtra,Snack,282,43.1,35.1,6.6,Non-Veg
Prawn Sukka & Chutney (Bathua),Haryana,Snack,210,39.0,30.4,7.1,Non-Veg
Arbi Mutton Samosa Cutlet,Uttar Pradesh,Snack,315,21.1,37.9,11.8,Non-Veg
Chaat Mutton Samosa Fritters,Delhi,Snack,295,27.2,42.1,8.6,Non-Veg
West Bengal Mutton Samosa Chaat,West Bengal,Snack,223,42.0,29.6,7.5,Non-Veg
Pittha Fish Cutlet Fritters,Jharkhand,Snack,333,43.9,52.8,10.9,Non-Veg
Kosha Chicken Tikka Roll Cutlet,Kerala,Snack,177,43.6,20.9,5.3,Non-Veg
Fish Cutlet Rolls,Punjab,Snack,275,44.0,35.5,8.7,Non-Veg
Tungrymbai Chicken Tikka Roll Fritters,Meghalaya,Snack,182,43.0,27.7,4.7,Non-Veg
Chicken 65 & Chutney (Kela),Uttar Pradesh,Snack,191,23.9,26.6,5.0,Non-Veg
Khlem Keema Samosa Cutlet,Meghalaya,Snack,256,42.8,35.0,7.7,Non-Veg
Madra Chicken Tikka Roll Cutlet,Himachal Pradesh,Snack,352,24.2,47.2,13.2,Non-Veg
Egg Pakora Rolls,Nagaland,Snack,152,21.1,18.6,4.9,Non-Veg
Vellarikai Chicken 65 Fritters,Tamil Nadu,Snack,365,31.3,42.3,13.2,Non-Veg
Haryana Egg Pakora Chaat,Haryana,Snack,213,41.1,31.5,5.9,Non-Veg
Chak-Hao Chicken Tikka Roll Cutlet,Manipur,Snack,181,30.0,24.8,4.5,Non-Veg
Chakhwi Prawn Sukka Fritters,Tripura,Snack,357,41.6,57.1,9.3,Non-Veg
Keema Samosa & Chutney (Soppu),Rajasthan,Snack,155,43.4,19.2,4.3,Non-Veg
Sikkim Keema Samosa Chaat,Sikkim,Snack,258,27.8,39.9,6.4,Non-Veg
Bai Mutton Samosa Cutlet,Mizoram,Snack,287,29.4,42.5,8.6,Non-Veg
Kerala Fish Cutlet Chaat,Kerala,Snack,384,21.8,44.1,10.1,Non-Veg
Pappu Egg Pakora Fritters,Telangana,Snack,172,29.1,22.4,5.4,Non-Veg
Chicken Tikka Roll & Chutney (Bora),Assam,Snack,163,26.8,19.6,5.4,Non-Veg
Singju Prawn Sukka Cutlet,Manipur,Snack,168,22.0,24.1,4.8,Non-Veg
Aloo Keema Samosa Fritters,West Bengal,Snack,280,40.0,32.0,8.5,Non-Veg
Chicken Tikka Roll & Chutney (Koddel),Goa,Snack,399,42.1,62.9,11.2,Non-Veg
Jitok Fish Cutlet Cutlet,Nagaland,Snack,307,37.8,41.8,8.5,Non-Veg
Bora Keema Samosa Cutlet,Assam,Snack,378,43.3,50.7,9.9,Non-Veg
Soppu Keema Samosa Fritters,Telangana,Snack,378,43.7,50.7,10.4,Non-Veg
Keerai Keema Samosa Fritters,Tamil Nadu,Snack,230,21.0,27.6,6.3,Non-Veg
Prawn Sukka Rolls,Jammu and Kashmir,Snack,320,36.3,45.5,9.6,Non-Veg
Karnataka Egg Pakora Chaat,Karnataka,Snack,156,42.8,21.5,5.4,Non-Veg
Fish Cutlet & Chutney (Zu),Nagaland,Snack,284,32.5,33.3,9.1,Non-Veg
Egg Pakora Rolls,Kerala,Snack,292,33.1,38.8,9.0,Non-Veg
Mui Chicken 65 Cutlet,Tripura,Snack,240,43.3,38.2,5.5,Non-Veg
Ghugni Prawn Sukka Fritters,West Bengal,Snack,252,39.0,35.1,6.3,Non-Veg
Fish Cutlet & Chutney (Xaak),Assam,Snack,393,23.9,53.8,14.1,Non-Veg
Prawn Sukka & Chutney (Axone),Nagaland,Snack,391,41.6,52.7,12.8,Non-Veg
Sabji Fish Cutlet Cutlet,Madhya Pradesh,Snack,269,32.9,40.0,9.2,Non-Veg
Prawn Sukka & Chutney (Bore),Chhattisgarh,Snack,215,28.7,27.2,6.7,Non-Veg
Saga Mutton Samosa Fritters,Odisha,Snack,217,34.1,34.7,6.2,Non-Veg
Prawn Sukka Rolls,Goa,Snack,372,34.0,56.0,13.8,Non-Veg
Fish Cutlet Rolls,Gujarat,Snack,154,36.9,18.1,4.7,Non-Veg
Nadru Mutton Samosa Fritters,Jammu and Kashmir,Snack,364,30.4,47.7,11.4,Non-Veg
Eromba Fish Cutlet Fritters,Manipur,Snack,320,21.4,51.3,12.2,Non-Veg
Bajre Egg Pakora Cutlet,Haryana,Snack,237,27.4,38.4,7.3,Non-Veg
Jitok Prawn Sukka Fritters,Nagaland,Snack,365,25.2,56.5,10.6,Non-Veg
Fish Cutlet & Chutney (Tilkut),Madhya Pradesh,Snack,229,29.4,30.2,5.1,Non-Veg
Jadoh Keema Samosa Cutlet,Meghalaya,Snack,347,36.8,39.5,11.1,Non-Veg
Chakhwi Egg Pakora Fritters,Tripura,Snack,396,36.1,50.8,10.6,Non-Veg
Bihar Fish Cutlet Chaat,Bihar,Snack,349,28.2,46.3,7.8,Non-Veg
